threshold,mecA_TP_AMRFINDER,mecA_FP_AMRFINDER,mecA_TN_AMRFINDER,mecA_FN_AMRFINDER,lukF_TP_AMRFINDER,lukF_FP_AMRFINDER,lukF_TN_AMRFINDER,lukF_FN_AMRFINDER,lukS_TP_AMRFINDER,lukS_FP_AMRFINDER,lukS_TN_AMRFINDER,lukS_FN_AMRFINDER,mecA_sensitivity_AMRFINDER,mecA_specificity_AMRFINDER,lukF_sensitivity_AMRFINDER,lukF_specificity_AMRFINDER,lukS_sensitivity_AMRFINDER,lukS_specificity_AMRFINDER,mean_estimated_coverage,n_kmer,n_reads
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,900,1000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,all,1000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,100,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,200,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,300,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,400,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,500,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,600,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,700,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,800,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,900,2000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,all,2000
0.5,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.156307692640693,100,3000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,200,3000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,300,3000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,400,3000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,500,3000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,600,3000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,700,3000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,800,3000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,900,3000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,all,3000
0.5,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.208392963203463,100,4000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,200,4000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,300,4000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,400,4000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,500,4000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,600,4000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,700,4000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,800,4000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,900,4000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,all,4000
0.5,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.260474452380952,100,5000
0.5,1,0,88,76,2,0,93,70,3,0,92,70,0.012987012987013,1,0.0277777777777778,1,0.0410958904109589,1,0.260474452380952,200,5000
0.5,0,0,88,77,1,0,93,71,3,0,92,70,0,1,0.0138888888888889,1,0.0410958904109589,1,0.260474452380952,300,5000
0.5,0,0,88,77,2,0,93,70,4,0,92,69,0,1,0.0277777777777778,1,0.0547945205479452,1,0.260474452380952,400,5000
0.5,0,0,88,77,2,0,93,70,4,0,92,69,0,1,0.0277777777777778,1,0.0547945205479452,1,0.260474452380952,500,5000
0.5,0,0,88,77,2,0,93,70,3,0,92,70,0,1,0.0277777777777778,1,0.0410958904109589,1,0.260474452380952,600,5000
0.5,0,0,88,77,2,0,93,70,3,0,92,70,0,1,0.0277777777777778,1,0.0410958904109589,1,0.260474452380952,700,5000
0.5,0,0,88,77,2,0,93,70,4,0,92,69,0,1,0.0277777777777778,1,0.0547945205479452,1,0.260474452380952,800,5000
0.5,0,0,88,77,2,0,93,70,2,0,92,71,0,1,0.0277777777777778,1,0.0273972602739726,1,0.260474452380952,900,5000
0.5,0,0,88,77,2,0,93,70,3,0,92,70,0,1,0.0277777777777778,1,0.0410958904109589,1,0.260474452380952,all,5000
0.5,0,0,88,77,1,0,93,71,5,0,92,68,0,1,0.0138888888888889,1,0.0684931506849315,1,0.312531655844156,100,6000
0.5,1,0,88,76,3,0,93,69,4,0,92,69,0.012987012987013,1,0.0416666666666667,1,0.0547945205479452,1,0.312531655844156,200,6000
0.5,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.312531655844156,300,6000
0.5,0,0,88,77,2,0,93,70,5,0,92,68,0,1,0.0277777777777778,1,0.0684931506849315,1,0.312531655844156,400,6000
0.5,0,0,88,77,2,0,93,70,5,0,92,68,0,1,0.0277777777777778,1,0.0684931506849315,1,0.312531655844156,500,6000
0.5,0,0,88,77,2,0,93,70,4,0,92,69,0,1,0.0277777777777778,1,0.0547945205479452,1,0.312531655844156,600,6000
0.5,0,0,88,77,2,0,93,70,5,0,92,68,0,1,0.0277777777777778,1,0.0684931506849315,1,0.312531655844156,700,6000
0.5,0,0,88,77,2,0,93,70,5,0,92,68,0,1,0.0277777777777778,1,0.0684931506849315,1,0.312531655844156,800,6000
0.5,0,0,88,77,2,0,93,70,4,0,92,69,0,1,0.0277777777777778,1,0.0547945205479452,1,0.312531655844156,900,6000
0.5,0,0,88,77,2,0,93,70,4,0,92,69,0,1,0.0277777777777778,1,0.0547945205479452,1,0.312531655844156,all,6000
0.5,2,0,88,75,2,0,93,70,10,0,92,63,0.025974025974026,1,0.0277777777777778,1,0.136986301369863,1,0.364575491341991,100,7000
0.5,1,0,88,76,5,0,93,67,7,0,92,66,0.012987012987013,1,0.0694444444444445,1,0.0958904109589041,1,0.364575491341991,200,7000
0.5,1,0,88,76,2,0,93,70,7,0,92,66,0.012987012987013,1,0.0277777777777778,1,0.0958904109589041,1,0.364575491341991,300,7000
0.5,1,0,88,76,2,0,93,70,7,0,92,66,0.012987012987013,1,0.0277777777777778,1,0.0958904109589041,1,0.364575491341991,400,7000
0.5,1,0,88,76,2,0,93,70,8,0,92,65,0.012987012987013,1,0.0277777777777778,1,0.10958904109589,1,0.364575491341991,500,7000
0.5,1,0,88,76,3,0,93,69,9,0,92,64,0.012987012987013,1,0.0416666666666667,1,0.123287671232877,1,0.364575491341991,600,7000
0.5,1,0,88,76,2,0,93,70,7,0,92,66,0.012987012987013,1,0.0277777777777778,1,0.0958904109589041,1,0.364575491341991,700,7000
0.5,1,0,88,76,2,0,93,70,7,0,92,66,0.012987012987013,1,0.0277777777777778,1,0.0958904109589041,1,0.364575491341991,800,7000
0.5,1,0,88,76,2,0,93,70,7,0,92,66,0.012987012987013,1,0.0277777777777778,1,0.0958904109589041,1,0.364575491341991,900,7000
0.5,1,0,88,76,2,0,93,70,7,0,92,66,0.012987012987013,1,0.0277777777777778,1,0.0958904109589041,1,0.364575491341991,all,7000
0.5,8,0,88,69,6,0,93,66,12,0,92,61,0.103896103896104,1,0.0833333333333333,1,0.164383561643836,1,0.416625766233766,100,8000
0.5,4,0,88,73,8,0,93,64,10,0,92,63,0.051948051948052,1,0.111111111111111,1,0.136986301369863,1,0.416625766233766,200,8000
0.5,6,0,88,71,6,0,93,66,10,0,92,63,0.0779220779220779,1,0.0833333333333333,1,0.136986301369863,1,0.416625766233766,300,8000
0.5,6,0,88,71,6,0,93,66,10,0,92,63,0.0779220779220779,1,0.0833333333333333,1,0.136986301369863,1,0.416625766233766,400,8000
0.5,6,0,88,71,6,0,93,66,11,0,92,62,0.0779220779220779,1,0.0833333333333333,1,0.150684931506849,1,0.416625766233766,500,8000
0.5,5,0,88,72,6,0,93,66,11,0,92,62,0.0649350649350649,1,0.0833333333333333,1,0.150684931506849,1,0.416625766233766,600,8000
0.5,7,0,88,70,6,0,93,66,11,0,92,62,0.0909090909090909,1,0.0833333333333333,1,0.150684931506849,1,0.416625766233766,700,8000
0.5,6,0,88,71,7,0,93,65,11,0,92,62,0.0779220779220779,1,0.0972222222222222,1,0.150684931506849,1,0.416625766233766,800,8000
0.5,7,0,88,70,6,0,93,66,10,0,92,63,0.0909090909090909,1,0.0833333333333333,1,0.136986301369863,1,0.416625766233766,900,8000
0.5,6,0,88,71,6,0,93,66,10,0,92,63,0.0779220779220779,1,0.0833333333333333,1,0.136986301369863,1,0.416625766233766,all,8000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,100,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,200,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,300,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,400,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,500,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,600,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,700,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,800,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,900,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,all,1000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,100,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,200,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,300,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,400,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,500,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,600,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,700,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,800,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,900,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,all,2000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,100,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,200,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,300,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,400,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,500,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,600,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,700,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,800,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,900,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,all,3000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,100,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,200,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,300,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,400,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,500,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,600,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,700,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,800,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,900,4000
0.55,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,all,4000
0.55,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.260474452380952,100,5000
0.55,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,200,5000
0.55,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.260474452380952,300,5000
0.55,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,400,5000
0.55,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,500,5000
0.55,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,600,5000
0.55,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,700,5000
0.55,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,800,5000
0.55,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,900,5000
0.55,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,all,5000
0.55,0,0,88,77,1,0,93,71,3,0,92,70,0,1,0.0138888888888889,1,0.0410958904109589,1,0.312531655844156,100,6000
0.55,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.312531655844156,200,6000
0.55,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.312531655844156,300,6000
0.55,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.312531655844156,400,6000
0.55,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.312531655844156,500,6000
0.55,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.312531655844156,600,6000
0.55,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.312531655844156,700,6000
0.55,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.312531655844156,800,6000
0.55,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.312531655844156,900,6000
0.55,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.312531655844156,all,6000
0.55,0,0,88,77,2,0,93,70,6,0,92,67,0,1,0.0277777777777778,1,0.0821917808219178,1,0.364575491341991,100,7000
0.55,1,0,88,76,1,0,93,71,2,0,92,71,0.012987012987013,1,0.0138888888888889,1,0.0273972602739726,1,0.364575491341991,200,7000
0.55,0,0,88,77,1,0,93,71,3,0,92,70,0,1,0.0138888888888889,1,0.0410958904109589,1,0.364575491341991,300,7000
0.55,0,0,88,77,1,0,93,71,6,0,92,67,0,1,0.0138888888888889,1,0.0821917808219178,1,0.364575491341991,400,7000
0.55,0,0,88,77,1,0,93,71,3,0,92,70,0,1,0.0138888888888889,1,0.0410958904109589,1,0.364575491341991,500,7000
0.55,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.364575491341991,600,7000
0.55,0,0,88,77,1,0,93,71,3,0,92,70,0,1,0.0138888888888889,1,0.0410958904109589,1,0.364575491341991,700,7000
0.55,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.364575491341991,800,7000
0.55,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.364575491341991,900,7000
0.55,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.364575491341991,all,7000
0.55,2,0,88,75,4,0,93,68,8,0,92,65,0.025974025974026,1,0.0555555555555556,1,0.10958904109589,1,0.416625766233766,100,8000
0.55,2,0,88,75,4,0,93,68,4,0,92,69,0.025974025974026,1,0.0555555555555556,1,0.0547945205479452,1,0.416625766233766,200,8000
0.55,4,0,88,73,3,0,93,69,4,0,92,69,0.051948051948052,1,0.0416666666666667,1,0.0547945205479452,1,0.416625766233766,300,8000
0.55,2,0,88,75,4,0,93,68,8,0,92,65,0.025974025974026,1,0.0555555555555556,1,0.10958904109589,1,0.416625766233766,400,8000
0.55,2,0,88,75,3,0,93,69,6,0,92,67,0.025974025974026,1,0.0416666666666667,1,0.0821917808219178,1,0.416625766233766,500,8000
0.55,2,0,88,75,4,0,93,68,6,0,92,67,0.025974025974026,1,0.0555555555555556,1,0.0821917808219178,1,0.416625766233766,600,8000
0.55,2,0,88,75,3,0,93,69,5,0,92,68,0.025974025974026,1,0.0416666666666667,1,0.0684931506849315,1,0.416625766233766,700,8000
0.55,3,0,88,74,4,0,93,68,6,0,92,67,0.038961038961039,1,0.0555555555555556,1,0.0821917808219178,1,0.416625766233766,800,8000
0.55,2,0,88,75,4,0,93,68,6,0,92,67,0.025974025974026,1,0.0555555555555556,1,0.0821917808219178,1,0.416625766233766,900,8000
0.55,3,0,88,74,4,0,93,68,6,0,92,67,0.038961038961039,1,0.0555555555555556,1,0.0821917808219178,1,0.416625766233766,all,8000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,100,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,200,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,300,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,400,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,500,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,600,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,700,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,800,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,900,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,all,1000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,100,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,200,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,300,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,400,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,500,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,600,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,700,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,800,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,900,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,all,2000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,100,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,200,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,300,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,400,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,500,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,600,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,700,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,800,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,900,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.156307692640693,all,3000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,100,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,200,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,300,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,400,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,500,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,600,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,700,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,800,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,900,4000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.208392963203463,all,4000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,100,5000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.260474452380952,200,5000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,300,5000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,400,5000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.260474452380952,500,5000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.260474452380952,600,5000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.260474452380952,700,5000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.260474452380952,800,5000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.260474452380952,900,5000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.260474452380952,all,5000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.312531655844156,100,6000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.312531655844156,200,6000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.312531655844156,300,6000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.312531655844156,400,6000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.312531655844156,500,6000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.312531655844156,600,6000
0.6,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.312531655844156,700,6000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.312531655844156,800,6000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.312531655844156,900,6000
0.6,0,0,88,77,1,0,93,71,0,0,92,73,0,1,0.0138888888888889,1,0,1,0.312531655844156,all,6000
0.6,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.364575491341991,100,7000
0.6,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.364575491341991,200,7000
0.6,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.364575491341991,300,7000
0.6,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.364575491341991,400,7000
0.6,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.364575491341991,500,7000
0.6,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.364575491341991,600,7000
0.6,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.364575491341991,700,7000
0.6,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.364575491341991,800,7000
0.6,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.364575491341991,900,7000
0.6,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.364575491341991,all,7000
0.6,0,0,88,77,2,0,93,70,4,0,92,69,0,1,0.0277777777777778,1,0.0547945205479452,1,0.416625766233766,100,8000
0.6,0,0,88,77,1,0,93,71,3,0,92,70,0,1,0.0138888888888889,1,0.0410958904109589,1,0.416625766233766,200,8000
0.6,0,0,88,77,2,0,93,70,3,0,92,70,0,1,0.0277777777777778,1,0.0410958904109589,1,0.416625766233766,300,8000
0.6,1,0,88,76,2,0,93,70,3,0,92,70,0.012987012987013,1,0.0277777777777778,1,0.0410958904109589,1,0.416625766233766,400,8000
