threshold,mecA_TP_AMRFINDER,mecA_FP_AMRFINDER,mecA_TN_AMRFINDER,mecA_FN_AMRFINDER,lukF_TP_AMRFINDER,lukF_FP_AMRFINDER,lukF_TN_AMRFINDER,lukF_FN_AMRFINDER,lukS_TP_AMRFINDER,lukS_FP_AMRFINDER,lukS_TN_AMRFINDER,lukS_FN_AMRFINDER,mecA_sensitivity_AMRFINDER,mecA_specificity_AMRFINDER,lukF_sensitivity_AMRFINDER,lukF_specificity_AMRFINDER,lukS_sensitivity_AMRFINDER,lukS_specificity_AMRFINDER,mean_estimated_coverage,n_kmer,n_reads
0.1,75,1,87,2,64,1,92,8,65,1,91,8,0.974025974025974,0.988636363636364,0.888888888888889,0.989247311827957,0.89041095890411,0.989130434782609,0.416625766233766,300,8000
0.1,75,2,86,2,65,2,91,7,65,1,91,8,0.974025974025974,0.977272727272727,0.902777777777778,0.978494623655914,0.89041095890411,0.989130434782609,0.416625766233766,400,8000
0.1,73,1,87,4,63,2,91,9,65,1,91,8,0.948051948051948,0.988636363636364,0.875,0.978494623655914,0.89041095890411,0.989130434782609,0.416625766233766,500,8000
0.1,74,2,86,3,64,1,92,8,65,1,91,8,0.961038961038961,0.977272727272727,0.888888888888889,0.989247311827957,0.89041095890411,0.989130434782609,0.416625766233766,600,8000
0.1,74,1,87,3,63,2,91,9,65,1,91,8,0.961038961038961,0.988636363636364,0.875,0.978494623655914,0.89041095890411,0.989130434782609,0.416625766233766,700,8000
0.1,74,1,87,3,64,2,91,8,65,1,91,8,0.961038961038961,0.988636363636364,0.888888888888889,0.978494623655914,0.89041095890411,0.989130434782609,0.416625766233766,800,8000
0.1,75,2,86,2,63,2,91,9,65,1,91,8,0.974025974025974,0.977272727272727,0.875,0.978494623655914,0.89041095890411,0.989130434782609,0.416625766233766,900,8000
0.1,74,1,87,3,64,2,91,8,65,1,91,8,0.961038961038961,0.988636363636364,0.888888888888889,0.978494623655914,0.89041095890411,0.989130434782609,0.416625766233766,all,8000
0.15,4,0,88,73,8,0,93,64,11,0,92,62,0.051948051948052,1,0.111111111111111,1,0.150684931506849,1,0.0521236536796537,100,1000
0.15,4,0,88,73,7,0,93,65,8,0,92,65,0.051948051948052,1,0.0972222222222222,1,0.10958904109589,1,0.0521236536796537,200,1000
0.15,2,0,88,75,5,0,93,67,10,0,92,63,0.025974025974026,1,0.0694444444444445,1,0.136986301369863,1,0.0521236536796537,300,1000
0.15,2,0,88,75,5,0,93,67,10,0,92,63,0.025974025974026,1,0.0694444444444445,1,0.136986301369863,1,0.0521236536796537,400,1000
0.15,2,0,88,75,5,0,93,67,11,0,92,62,0.025974025974026,1,0.0694444444444445,1,0.150684931506849,1,0.0521236536796537,500,1000
0.15,3,0,88,74,4,0,93,68,13,0,92,60,0.038961038961039,1,0.0555555555555556,1,0.178082191780822,1,0.0521236536796537,600,1000
0.15,1,0,88,76,6,0,93,66,7,0,92,66,0.012987012987013,1,0.0833333333333333,1,0.0958904109589041,1,0.0521236536796537,700,1000
0.15,3,0,88,74,5,0,93,67,8,0,92,65,0.038961038961039,1,0.0694444444444445,1,0.10958904109589,1,0.0521236536796537,800,1000
0.15,2,0,88,75,6,0,93,66,7,0,92,66,0.025974025974026,1,0.0833333333333333,1,0.0958904109589041,1,0.0521236536796537,900,1000
0.15,1,0,88,76,4,0,93,68,7,0,92,66,0.012987012987013,1,0.0555555555555556,1,0.0958904109589041,1,0.0521236536796537,all,1000
0.15,19,0,88,58,21,0,93,51,15,0,92,58,0.246753246753247,1,0.291666666666667,1,0.205479452054795,1,0.104201056277056,100,2000
0.15,19,1,87,58,18,0,93,54,15,1,91,58,0.246753246753247,0.988636363636364,0.25,1,0.205479452054795,0.989130434782609,0.104201056277056,200,2000
0.15,16,1,87,61,15,0,93,57,17,1,91,56,0.207792207792208,0.988636363636364,0.208333333333333,1,0.232876712328767,0.989130434782609,0.104201056277056,300,2000
0.15,18,0,88,59,20,0,93,52,18,1,91,55,0.233766233766234,1,0.277777777777778,1,0.246575342465753,0.989130434782609,0.104201056277056,400,2000
0.15,13,0,88,64,19,0,93,53,19,1,91,54,0.168831168831169,1,0.263888888888889,1,0.26027397260274,0.989130434782609,0.104201056277056,500,2000
0.15,17,0,88,60,18,0,93,54,20,1,91,53,0.220779220779221,1,0.25,1,0.273972602739726,0.989130434782609,0.104201056277056,600,2000
0.15,15,0,88,62,21,0,93,51,18,1,91,55,0.194805194805195,1,0.291666666666667,1,0.246575342465753,0.989130434782609,0.104201056277056,700,2000
0.15,14,0,88,63,19,0,93,53,19,1,91,54,0.181818181818182,1,0.263888888888889,1,0.26027397260274,0.989130434782609,0.104201056277056,800,2000
0.15,14,0,88,63,18,0,93,54,18,1,91,55,0.181818181818182,1,0.25,1,0.246575342465753,0.989130434782609,0.104201056277056,900,2000
0.15,12,0,88,65,16,0,93,56,18,1,91,55,0.155844155844156,1,0.222222222222222,1,0.246575342465753,0.989130434782609,0.104201056277056,all,2000
0.15,33,0,88,44,29,0,93,43,26,1,91,47,0.428571428571429,1,0.402777777777778,1,0.356164383561644,0.989130434782609,0.156307692640693,100,3000
0.15,31,1,87,46,28,0,93,44,26,1,91,47,0.402597402597403,0.988636363636364,0.388888888888889,1,0.356164383561644,0.989130434782609,0.156307692640693,200,3000
0.15,30,1,87,47,25,0,93,47,29,1,91,44,0.38961038961039,0.988636363636364,0.347222222222222,1,0.397260273972603,0.989130434782609,0.156307692640693,300,3000
0.15,38,0,88,39,28,0,93,44,31,1,91,42,0.493506493506494,1,0.388888888888889,1,0.424657534246575,0.989130434782609,0.156307692640693,400,3000
0.15,27,0,88,50,28,0,93,44,32,1,91,41,0.350649350649351,1,0.388888888888889,1,0.438356164383562,0.989130434782609,0.156307692640693,500,3000
0.15,33,0,88,44,28,0,93,44,31,1,91,42,0.428571428571429,1,0.388888888888889,1,0.424657534246575,0.989130434782609,0.156307692640693,600,3000
0.15,32,0,88,45,28,0,93,44,29,1,91,44,0.415584415584416,1,0.388888888888889,1,0.397260273972603,0.989130434782609,0.156307692640693,700,3000
0.15,31,0,88,46,27,0,93,45,31,1,91,42,0.402597402597403,1,0.375,1,0.424657534246575,0.989130434782609,0.156307692640693,800,3000
0.15,30,0,88,47,28,0,93,44,31,1,91,42,0.38961038961039,1,0.388888888888889,1,0.424657534246575,0.989130434782609,0.156307692640693,900,3000
0.15,29,0,88,48,26,0,93,46,31,1,91,42,0.376623376623377,1,0.361111111111111,1,0.424657534246575,0.989130434782609,0.156307692640693,all,3000
0.15,46,0,88,31,40,1,92,32,30,1,91,43,0.597402597402597,1,0.555555555555556,0.989247311827957,0.410958904109589,0.989130434782609,0.208392963203463,100,4000
0.15,47,1,87,30,40,1,92,32,32,1,91,41,0.61038961038961,0.988636363636364,0.555555555555556,0.989247311827957,0.438356164383562,0.989130434782609,0.208392963203463,200,4000
0.15,44,1,87,33,37,1,92,35,32,1,91,41,0.571428571428571,0.988636363636364,0.513888888888889,0.989247311827957,0.438356164383562,0.989130434782609,0.208392963203463,300,4000
0.15,48,0,88,29,38,1,92,34,34,1,91,39,0.623376623376623,1,0.527777777777778,0.989247311827957,0.465753424657534,0.989130434782609,0.208392963203463,400,4000
0.15,42,0,88,35,40,1,92,32,35,1,91,38,0.545454545454545,1,0.555555555555556,0.989247311827957,0.479452054794521,0.989130434782609,0.208392963203463,500,4000
0.15,47,0,88,30,40,1,92,32,35,1,91,38,0.61038961038961,1,0.555555555555556,0.989247311827957,0.479452054794521,0.989130434782609,0.208392963203463,600,4000
0.15,48,0,88,29,40,1,92,32,32,1,91,41,0.623376623376623,1,0.555555555555556,0.989247311827957,0.438356164383562,0.989130434782609,0.208392963203463,700,4000
0.15,48,0,88,29,39,1,92,33,36,1,91,37,0.623376623376623,1,0.541666666666667,0.989247311827957,0.493150684931507,0.989130434782609,0.208392963203463,800,4000
0.15,45,0,88,32,40,1,92,32,35,1,91,38,0.584415584415584,1,0.555555555555556,0.989247311827957,0.479452054794521,0.989130434782609,0.208392963203463,900,4000
0.15,46,0,88,31,40,1,92,32,36,1,91,37,0.597402597402597,1,0.555555555555556,0.989247311827957,0.493150684931507,0.989130434782609,0.208392963203463,all,4000
0.15,51,0,88,26,46,1,92,26,41,1,91,32,0.662337662337662,1,0.638888888888889,0.989247311827957,0.561643835616438,0.989130434782609,0.260474452380952,100,5000
0.15,53,1,87,24,48,1,92,24,42,1,91,31,0.688311688311688,0.988636363636364,0.666666666666667,0.989247311827957,0.575342465753425,0.989130434782609,0.260474452380952,200,5000
0.15,54,1,87,23,46,1,92,26,42,1,91,31,0.701298701298701,0.988636363636364,0.638888888888889,0.989247311827957,0.575342465753425,0.989130434782609,0.260474452380952,300,5000
0.15,55,0,88,22,48,1,92,24,45,1,91,28,0.714285714285714,1,0.666666666666667,0.989247311827957,0.616438356164384,0.989130434782609,0.260474452380952,400,5000
0.15,52,0,88,25,46,1,92,26,44,1,91,29,0.675324675324675,1,0.638888888888889,0.989247311827957,0.602739726027397,0.989130434782609,0.260474452380952,500,5000
0.15,56,0,88,21,46,1,92,26,47,1,91,26,0.727272727272727,1,0.638888888888889,0.989247311827957,0.643835616438356,0.989130434782609,0.260474452380952,600,5000
0.15,56,0,88,21,45,1,92,27,42,1,91,31,0.727272727272727,1,0.625,0.989247311827957,0.575342465753425,0.989130434782609,0.260474452380952,700,5000
0.15,54,0,88,23,47,1,92,25,47,1,91,26,0.701298701298701,1,0.652777777777778,0.989247311827957,0.643835616438356,0.989130434782609,0.260474452380952,800,5000
0.15,54,0,88,23,48,1,92,24,44,1,91,29,0.701298701298701,1,0.666666666666667,0.989247311827957,0.602739726027397,0.989130434782609,0.260474452380952,900,5000
0.15,55,0,88,22,47,1,92,25,46,1,91,27,0.714285714285714,1,0.652777777777778,0.989247311827957,0.63013698630137,0.989130434782609,0.260474452380952,all,5000
0.15,61,0,88,16,51,1,92,21,45,1,91,28,0.792207792207792,1,0.708333333333333,0.989247311827957,0.616438356164384,0.989130434782609,0.312531655844156,100,6000
0.15,62,1,87,15,51,1,92,21,48,1,91,25,0.805194805194805,0.988636363636364,0.708333333333333,0.989247311827957,0.657534246575342,0.989130434782609,0.312531655844156,200,6000
0.15,62,1,87,15,51,1,92,21,48,1,91,25,0.805194805194805,0.988636363636364,0.708333333333333,0.989247311827957,0.657534246575342,0.989130434782609,0.312531655844156,300,6000
0.15,64,1,87,13,50,1,92,22,53,1,91,20,0.831168831168831,0.988636363636364,0.694444444444445,0.989247311827957,0.726027397260274,0.989130434782609,0.312531655844156,400,6000
0.15,64,0,88,13,50,1,92,22,51,1,91,22,0.831168831168831,1,0.694444444444445,0.989247311827957,0.698630136986301,0.989130434782609,0.312531655844156,500,6000
0.15,64,0,88,13,51,1,92,21,53,1,91,20,0.831168831168831,1,0.708333333333333,0.989247311827957,0.726027397260274,0.989130434782609,0.312531655844156,600,6000
0.15,64,0,88,13,49,1,92,23,50,1,91,23,0.831168831168831,1,0.680555555555556,0.989247311827957,0.684931506849315,0.989130434782609,0.312531655844156,700,6000
0.15,63,0,88,14,51,1,92,21,52,1,91,21,0.818181818181818,1,0.708333333333333,0.989247311827957,0.712328767123288,0.989130434782609,0.312531655844156,800,6000
0.15,61,0,88,16,52,1,92,20,51,1,91,22,0.792207792207792,1,0.722222222222222,0.989247311827957,0.698630136986301,0.989130434782609,0.312531655844156,900,6000
0.15,64,0,88,13,51,1,92,21,51,1,91,22,0.831168831168831,1,0.708333333333333,0.989247311827957,0.698630136986301,0.989130434782609,0.312531655844156,all,6000
0.15,68,0,88,9,57,1,92,15,51,1,91,22,0.883116883116883,1,0.791666666666667,0.989247311827957,0.698630136986301,0.989130434782609,0.364575491341991,100,7000
0.15,68,1,87,9,56,1,92,16,54,1,91,19,0.883116883116883,0.988636363636364,0.777777777777778,0.989247311827957,0.73972602739726,0.989130434782609,0.364575491341991,200,7000
0.15,69,1,87,8,58,1,92,14,53,1,91,20,0.896103896103896,0.988636363636364,0.805555555555556,0.989247311827957,0.726027397260274,0.989130434782609,0.364575491341991,300,7000
0.15,67,1,87,10,57,1,92,15,57,1,91,16,0.87012987012987,0.988636363636364,0.791666666666667,0.989247311827957,0.780821917808219,0.989130434782609,0.364575491341991,400,7000
0.15,67,0,88,10,58,1,92,14,55,1,91,18,0.87012987012987,1,0.805555555555556,0.989247311827957,0.753424657534247,0.989130434782609,0.364575491341991,500,7000
0.15,68,1,87,9,57,1,92,15,56,1,91,17,0.883116883116883,0.988636363636364,0.791666666666667,0.989247311827957,0.767123287671233,0.989130434782609,0.364575491341991,600,7000
0.15,68,0,88,9,58,1,92,14,55,1,91,18,0.883116883116883,1,0.805555555555556,0.989247311827957,0.753424657534247,0.989130434782609,0.364575491341991,700,7000
0.15,67,0,88,10,58,1,92,14,57,1,91,16,0.87012987012987,1,0.805555555555556,0.989247311827957,0.780821917808219,0.989130434782609,0.364575491341991,800,7000
0.15,66,0,88,11,58,1,92,14,55,1,91,18,0.857142857142857,1,0.805555555555556,0.989247311827957,0.753424657534247,0.989130434782609,0.364575491341991,900,7000
0.15,68,0,88,9,58,1,92,14,55,1,91,18,0.883116883116883,1,0.805555555555556,0.989247311827957,0.753424657534247,0.989130434782609,0.364575491341991,all,7000
0.15,73,2,86,4,62,1,92,10,57,1,91,16,0.948051948051948,0.977272727272727,0.861111111111111,0.989247311827957,0.780821917808219,0.989130434782609,0.416625766233766,100,8000
0.15,71,1,87,6,60,1,92,12,57,1,91,16,0.922077922077922,0.988636363636364,0.833333333333333,0.989247311827957,0.780821917808219,0.989130434782609,0.416625766233766,200,8000
0.15,70,1,87,7,63,1,92,9,55,1,91,18,0.909090909090909,0.988636363636364,0.875,0.989247311827957,0.753424657534247,0.989130434782609,0.416625766233766,300,8000
0.15,70,1,87,7,63,1,92,9,61,1,91,12,0.909090909090909,0.988636363636364,0.875,0.989247311827957,0.835616438356164,0.989130434782609,0.416625766233766,400,8000
0.15,70,0,88,7,63,1,92,9,59,1,91,14,0.909090909090909,1,0.875,0.989247311827957,0.808219178082192,0.989130434782609,0.416625766233766,500,8000
0.15,71,1,87,6,61,1,92,11,60,1,91,13,0.922077922077922,0.988636363636364,0.847222222222222,0.989247311827957,0.821917808219178,0.989130434782609,0.416625766233766,600,8000
0.15,70,0,88,7,62,1,92,10,60,1,91,13,0.909090909090909,1,0.861111111111111,0.989247311827957,0.821917808219178,0.989130434782609,0.416625766233766,700,8000
0.15,69,0,88,8,63,1,92,9,61,1,91,12,0.896103896103896,1,0.875,0.989247311827957,0.835616438356164,0.989130434782609,0.416625766233766,800,8000
0.15,70,0,88,7,63,1,92,9,60,1,91,13,0.909090909090909,1,0.875,0.989247311827957,0.821917808219178,0.989130434782609,0.416625766233766,900,8000
0.15,70,0,88,7,62,1,92,10,60,1,91,13,0.909090909090909,1,0.861111111111111,0.989247311827957,0.821917808219178,0.989130434782609,0.416625766233766,all,8000
0.2,2,0,88,75,2,0,93,70,5,0,92,68,0.025974025974026,1,0.0277777777777778,1,0.0684931506849315,1,0.0521236536796537,100,1000
0.2,0,0,88,77,2,0,93,70,3,0,92,70,0,1,0.0277777777777778,1,0.0410958904109589,1,0.0521236536796537,200,1000
0.2,0,0,88,77,2,0,93,70,2,0,92,71,0,1,0.0277777777777778,1,0.0273972602739726,1,0.0521236536796537,300,1000
0.2,0,0,88,77,3,0,93,69,2,0,92,71,0,1,0.0416666666666667,1,0.0273972602739726,1,0.0521236536796537,400,1000
0.2,0,0,88,77,3,0,93,69,2,0,92,71,0,1,0.0416666666666667,1,0.0273972602739726,1,0.0521236536796537,500,1000
0.2,0,0,88,77,3,0,93,69,2,0,92,71,0,1,0.0416666666666667,1,0.0273972602739726,1,0.0521236536796537,600,1000
0.2,0,0,88,77,3,0,93,69,2,0,92,71,0,1,0.0416666666666667,1,0.0273972602739726,1,0.0521236536796537,700,1000
0.2,0,0,88,77,3,0,93,69,2,0,92,71,0,1,0.0416666666666667,1,0.0273972602739726,1,0.0521236536796537,800,1000
0.2,0,0,88,77,3,0,93,69,2,0,92,71,0,1,0.0416666666666667,1,0.0273972602739726,1,0.0521236536796537,900,1000
0.2,0,0,88,77,3,0,93,69,2,0,92,71,0,1,0.0416666666666667,1,0.0273972602739726,1,0.0521236536796537,all,1000
0.2,6,0,88,71,10,0,93,62,11,0,92,62,0.0779220779220779,1,0.138888888888889,1,0.150684931506849,1,0.104201056277056,100,2000
0.2,5,0,88,72,8,0,93,64,8,0,92,65,0.0649350649350649,1,0.111111111111111,1,0.10958904109589,1,0.104201056277056,200,2000
0.2,4,0,88,73,10,0,93,62,7,0,92,66,0.051948051948052,1,0.138888888888889,1,0.0958904109589041,1,0.104201056277056,300,2000
0.2,3,0,88,74,10,0,93,62,7,0,92,66,0.038961038961039,1,0.138888888888889,1,0.0958904109589041,1,0.104201056277056,400,2000
0.2,4,0,88,73,11,0,93,61,7,0,92,66,0.051948051948052,1,0.152777777777778,1,0.0958904109589041,1,0.104201056277056,500,2000
0.2,4,0,88,73,11,0,93,61,7,0,92,66,0.051948051948052,1,0.152777777777778,1,0.0958904109589041,1,0.104201056277056,600,2000
0.2,4,0,88,73,11,0,93,61,6,0,92,67,0.051948051948052,1,0.152777777777778,1,0.0821917808219178,1,0.104201056277056,700,2000
0.2,5,0,88,72,11,0,93,61,7,0,92,66,0.0649350649350649,1,0.152777777777778,1,0.0958904109589041,1,0.104201056277056,800,2000
0.2,4,0,88,73,11,0,93,61,7,0,92,66,0.051948051948052,1,0.152777777777778,1,0.0958904109589041,1,0.104201056277056,900,2000
0.2,4,0,88,73,11,0,93,61,7,0,92,66,0.051948051948052,1,0.152777777777778,1,0.0958904109589041,1,0.104201056277056,all,2000
0.2,17,0,88,60,15,0,93,57,19,0,92,54,0.220779220779221,1,0.208333333333333,1,0.26027397260274,1,0.156307692640693,100,3000
0.2,19,0,88,58,16,0,93,56,14,0,92,59,0.246753246753247,1,0.222222222222222,1,0.191780821917808,1,0.156307692640693,200,3000
0.2,16,0,88,61,18,0,93,54,14,0,92,59,0.207792207792208,1,0.25,1,0.191780821917808,1,0.156307692640693,300,3000
0.2,12,0,88,65,17,0,93,55,14,0,92,59,0.155844155844156,1,0.236111111111111,1,0.191780821917808,1,0.156307692640693,400,3000
0.2,17,0,88,60,17,0,93,55,14,0,92,59,0.220779220779221,1,0.236111111111111,1,0.191780821917808,1,0.156307692640693,500,3000
0.2,15,0,88,62,17,0,93,55,14,0,92,59,0.194805194805195,1,0.236111111111111,1,0.191780821917808,1,0.156307692640693,600,3000
0.2,14,0,88,63,17,0,93,55,13,0,92,60,0.181818181818182,1,0.236111111111111,1,0.178082191780822,1,0.156307692640693,700,3000
0.2,16,0,88,61,18,0,93,54,13,0,92,60,0.207792207792208,1,0.25,1,0.178082191780822,1,0.156307692640693,800,3000
0.2,19,0,88,58,18,0,93,54,13,0,92,60,0.246753246753247,1,0.25,1,0.178082191780822,1,0.156307692640693,900,3000
0.2,14,0,88,63,17,0,93,55,13,0,92,60,0.181818181818182,1,0.236111111111111,1,0.178082191780822,1,0.156307692640693,all,3000
0.2,30,0,88,47,24,1,92,48,24,0,92,49,0.38961038961039,1,0.333333333333333,0.989247311827957,0.328767123287671,1,0.208392963203463,100,4000
0.2,34,0,88,43,24,1,92,48,20,0,92,53,0.441558441558442,1,0.333333333333333,0.989247311827957,0.273972602739726,1,0.208392963203463,200,4000
0.2,32,0,88,45,25,1,92,47,21,0,92,52,0.415584415584416,1,0.347222222222222,0.989247311827957,0.287671232876712,1,0.208392963203463,300,4000
0.2,31,0,88,46,26,1,92,46,22,0,92,51,0.402597402597403,1,0.361111111111111,0.989247311827957,0.301369863013699,1,0.208392963203463,400,4000
0.2,28,0,88,49,26,1,92,46,21,0,92,52,0.363636363636364,1,0.361111111111111,0.989247311827957,0.287671232876712,1,0.208392963203463,500,4000
0.2,29,0,88,48,26,1,92,46,20,0,92,53,0.376623376623377,1,0.361111111111111,0.989247311827957,0.273972602739726,1,0.208392963203463,600,4000
0.2,30,0,88,47,26,1,92,46,21,0,92,52,0.38961038961039,1,0.361111111111111,0.989247311827957,0.287671232876712,1,0.208392963203463,700,4000
0.2,30,0,88,47,25,1,92,47,21,0,92,52,0.38961038961039,1,0.347222222222222,0.989247311827957,0.287671232876712,1,0.208392963203463,800,4000
0.2,31,0,88,46,26,1,92,46,21,0,92,52,0.402597402597403,1,0.361111111111111,0.989247311827957,0.287671232876712,1,0.208392963203463,900,4000
0.2,31,0,88,46,26,1,92,46,21,0,92,52,0.402597402597403,1,0.361111111111111,0.989247311827957,0.287671232876712,1,0.208392963203463,all,4000
0.2,37,0,88,40,35,1,92,37,33,0,92,40,0.480519480519481,1,0.486111111111111,0.989247311827957,0.452054794520548,1,0.260474452380952,100,5000
0.2,45,0,88,32,33,1,92,39,26,0,92,47,0.584415584415584,1,0.458333333333333,0.989247311827957,0.356164383561644,1,0.260474452380952,200,5000
0.2,40,0,88,37,34,1,92,38,28,0,92,45,0.51948051948052,1,0.472222222222222,0.989247311827957,0.383561643835616,1,0.260474452380952,300,5000
0.2,42,0,88,35,35,1,92,37,29,0,92,44,0.545454545454545,1,0.486111111111111,0.989247311827957,0.397260273972603,1,0.260474452380952,400,5000
0.2,37,0,88,40,35,1,92,37,28,0,92,45,0.480519480519481,1,0.486111111111111,0.989247311827957,0.383561643835616,1,0.260474452380952,500,5000
0.2,39,0,88,38,35,1,92,37,29,0,92,44,0.506493506493507,1,0.486111111111111,0.989247311827957,0.397260273972603,1,0.260474452380952,600,5000
0.2,39,0,88,38,36,1,92,36,28,0,92,45,0.506493506493507,1,0.5,0.989247311827957,0.383561643835616,1,0.260474452380952,700,5000
0.2,39,0,88,38,35,1,92,37,28,0,92,45,0.506493506493507,1,0.486111111111111,0.989247311827957,0.383561643835616,1,0.260474452380952,800,5000
0.2,39,0,88,38,36,1,92,36,28,0,92,45,0.506493506493507,1,0.5,0.989247311827957,0.383561643835616,1,0.260474452380952,900,5000
0.2,39,0,88,38,36,1,92,36,28,0,92,45,0.506493506493507,1,0.5,0.989247311827957,0.383561643835616,1,0.260474452380952,all,5000
0.2,51,0,88,26,42,1,92,30,40,0,92,33,0.662337662337662,1,0.583333333333333,0.989247311827957,0.547945205479452,1,0.312531655844156,100,6000
0.2,56,0,88,21,43,1,92,29,33,1,91,40,0.727272727272727,1,0.597222222222222,0.989247311827957,0.452054794520548,0.989130434782609,0.312531655844156,200,6000
0.2,51,0,88,26,41,1,92,31,34,0,92,39,0.662337662337662,1,0.569444444444445,0.989247311827957,0.465753424657534,1,0.312531655844156,300,6000
0.2,52,0,88,25,44,1,92,28,37,0,92,36,0.675324675324675,1,0.611111111111111,0.989247311827957,0.506849315068493,1,0.312531655844156,400,6000
0.2,51,0,88,26,43,1,92,29,35,0,92,38,0.662337662337662,1,0.597222222222222,0.989247311827957,0.479452054794521,1,0.312531655844156,500,6000
0.2,53,0,88,24,43,1,92,29,36,0,92,37,0.688311688311688,1,0.597222222222222,0.989247311827957,0.493150684931507,1,0.312531655844156,600,6000
0.2,57,0,88,20,44,1,92,28,35,0,92,38,0.74025974025974,1,0.611111111111111,0.989247311827957,0.479452054794521,1,0.312531655844156,700,6000
0.2,51,0,88,26,43,1,92,29,35,0,92,38,0.662337662337662,1,0.597222222222222,0.989247311827957,0.479452054794521,1,0.312531655844156,800,6000
0.2,51,0,88,26,44,1,92,28,35,0,92,38,0.662337662337662,1,0.611111111111111,0.989247311827957,0.479452054794521,1,0.312531655844156,900,6000
0.2,52,0,88,25,44,1,92,28,35,0,92,38,0.675324675324675,1,0.611111111111111,0.989247311827957,0.479452054794521,1,0.312531655844156,all,6000
0.2,57,0,88,20,49,1,92,23,45,1,91,28,0.74025974025974,1,0.680555555555556,0.989247311827957,0.616438356164384,0.989130434782609,0.364575491341991,100,7000
0.2,62,0,88,15,47,1,92,25,40,1,91,33,0.805194805194805,1,0.652777777777778,0.989247311827957,0.547945205479452,0.989130434782609,0.364575491341991,200,7000
0.2,59,0,88,18,48,1,92,24,40,1,91,33,0.766233766233766,1,0.666666666666667,0.989247311827957,0.547945205479452,0.989130434782609,0.364575491341991,300,7000
0.2,61,0,88,16,52,1,92,20,43,0,92,30,0.792207792207792,1,0.722222222222222,0.989247311827957,0.589041095890411,1,0.364575491341991,400,7000
0.2,59,0,88,18,50,1,92,22,42,0,92,31,0.766233766233766,1,0.694444444444445,0.989247311827957,0.575342465753425,1,0.364575491341991,500,7000
0.2,61,0,88,16,50,1,92,22,42,0,92,31,0.792207792207792,1,0.694444444444445,0.989247311827957,0.575342465753425,1,0.364575491341991,600,7000
0.2,63,0,88,14,51,1,92,21,40,1,91,33,0.818181818181818,1,0.708333333333333,0.989247311827957,0.547945205479452,0.989130434782609,0.364575491341991,700,7000
0.2,58,0,88,19,51,1,92,21,41,1,91,32,0.753246753246753,1,0.708333333333333,0.989247311827957,0.561643835616438,0.989130434782609,0.364575491341991,800,7000
0.2,59,0,88,18,51,1,92,21,41,1,91,32,0.766233766233766,1,0.708333333333333,0.989247311827957,0.561643835616438,0.989130434782609,0.364575491341991,900,7000
0.2,61,0,88,16,51,1,92,21,41,0,92,32,0.792207792207792,1,0.708333333333333,0.989247311827957,0.561643835616438,1,0.364575491341991,all,7000
0.2,65,0,88,12,54,1,92,18,47,1,91,26,0.844155844155844,1,0.75,0.989247311827957,0.643835616438356,0.989130434782609,0.416625766233766,100,8000
0.2,68,0,88,9,55,1,92,17,45,1,91,28,0.883116883116883,1,0.763888888888889,0.989247311827957,0.616438356164384,0.989130434782609,0.416625766233766,200,8000
0.2,65,0,88,12,56,1,92,16,48,1,91,25,0.844155844155844,1,0.777777777777778,0.989247311827957,0.657534246575342,0.989130434782609,0.416625766233766,300,8000
0.2,65,0,88,12,59,1,92,13,47,0,92,26,0.844155844155844,1,0.819444444444445,0.989247311827957,0.643835616438356,1,0.416625766233766,400,8000
0.2,63,0,88,14,58,1,92,14,46,0,92,27,0.818181818181818,1,0.805555555555556,0.989247311827957,0.63013698630137,1,0.416625766233766,500,8000
0.2,65,0,88,12,56,1,92,16,46,0,92,27,0.844155844155844,1,0.777777777777778,0.989247311827957,0.63013698630137,1,0.416625766233766,600,8000
0.2,66,0,88,11,57,1,92,15,45,1,91,28,0.857142857142857,1,0.791666666666667,0.989247311827957,0.616438356164384,0.989130434782609,0.416625766233766,700,8000
0.2,65,0,88,12,57,1,92,15,46,1,91,27,0.844155844155844,1,0.791666666666667,0.989247311827957,0.63013698630137,0.989130434782609,0.416625766233766,800,8000
0.2,64,0,88,13,57,1,92,15,46,1,91,27,0.831168831168831,1,0.791666666666667,0.989247311827957,0.63013698630137,0.989130434782609,0.416625766233766,900,8000
0.2,66,0,88,11,56,1,92,16,46,0,92,27,0.857142857142857,1,0.777777777777778,0.989247311827957,0.63013698630137,1,0.416625766233766,all,8000
0.25,1,0,88,76,1,0,93,71,2,0,92,71,0.012987012987013,1,0.0138888888888889,1,0.0273972602739726,1,0.0521236536796537,100,1000
0.25,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.0521236536796537,200,1000
0.25,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.0521236536796537,300,1000
0.25,0,0,88,77,2,0,93,70,2,0,92,71,0,1,0.0277777777777778,1,0.0273972602739726,1,0.0521236536796537,400,1000
0.25,0,0,88,77,2,0,93,70,2,0,92,71,0,1,0.0277777777777778,1,0.0273972602739726,1,0.0521236536796537,500,1000
0.25,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.0521236536796537,600,1000
