resolution,basecall_method,reads,barcode,mecA,lukF_PV,lukS_PV,mecA_pred,pvl_pred,shared_hashes,mecA_first,pvl_first,mecA_pred_major,pvl_pred_major
10k,fast,1000,57,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2924,2892,2877,2876,2876",FALSE,FALSE,FALSE,FALSE
10k,fast,1000,57,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2924,2892,2877,2876,2876",FALSE,FALSE,FALSE,FALSE
10k,fast,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2313,2304,2302,2302,2298",FALSE,FALSE,FALSE,FALSE
10k,fast,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2313,2304,2302,2302,2298",FALSE,FALSE,FALSE,FALSE
10k,fast,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2313,2304,2302,2302,2298",FALSE,FALSE,FALSE,FALSE
10k,fast,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2313,2304,2302,2302,2298",FALSE,FALSE,FALSE,FALSE
10k,fast,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2313,2304,2302,2302,2298",FALSE,FALSE,FALSE,FALSE
10k,fast,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1937,1934,1930,1930,1929",FALSE,FALSE,FALSE,FALSE
10k,fast,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1937,1934,1930,1930,1929",FALSE,FALSE,FALSE,FALSE
10k,fast,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1937,1934,1930,1930,1929",FALSE,FALSE,FALSE,FALSE
10k,fast,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1937,1934,1930,1930,1929",FALSE,FALSE,FALSE,FALSE
10k,fast,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1937,1934,1930,1930,1929",FALSE,FALSE,FALSE,FALSE
10k,fast,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1649,1638,1637,1636,1635",FALSE,FALSE,FALSE,FALSE
10k,fast,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1649,1638,1637,1636,1635",FALSE,FALSE,FALSE,FALSE
10k,fast,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1649,1638,1637,1636,1635",FALSE,FALSE,FALSE,FALSE
10k,fast,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1649,1638,1637,1636,1635",FALSE,FALSE,FALSE,FALSE
10k,fast,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1649,1638,1637,1636,1635",FALSE,FALSE,FALSE,FALSE
10k,fast,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1412,1406,1406,1404,1403",FALSE,FALSE,FALSE,FALSE
10k,fast,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1412,1406,1406,1404,1403",FALSE,FALSE,FALSE,FALSE
10k,fast,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1412,1406,1406,1404,1403",FALSE,FALSE,FALSE,FALSE
10k,fast,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1412,1406,1406,1404,1403",FALSE,FALSE,FALSE,FALSE
10k,fast,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1412,1406,1406,1404,1403",FALSE,FALSE,FALSE,FALSE
10k,fast,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1262,1258,1251,1250,1249",FALSE,FALSE,FALSE,FALSE
10k,fast,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1262,1258,1251,1250,1249",FALSE,FALSE,FALSE,FALSE
10k,fast,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1262,1258,1251,1250,1249",FALSE,FALSE,FALSE,FALSE
10k,fast,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1262,1258,1251,1250,1249",FALSE,FALSE,FALSE,FALSE
10k,fast,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1262,1258,1251,1250,1249",FALSE,FALSE,FALSE,FALSE
10k,fast,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1150,1148,1143,1141,1141",FALSE,FALSE,FALSE,FALSE
10k,fast,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1150,1148,1143,1141,1141",FALSE,FALSE,FALSE,FALSE
10k,fast,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1150,1148,1143,1141,1141",FALSE,FALSE,FALSE,FALSE
10k,fast,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1150,1148,1143,1141,1141",FALSE,FALSE,FALSE,FALSE
10k,fast,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1150,1148,1143,1141,1141",FALSE,FALSE,FALSE,FALSE
10k,fast,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1058,1054,1052,1050,1047",FALSE,FALSE,FALSE,FALSE
10k,fast,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1058,1054,1052,1050,1047",FALSE,FALSE,FALSE,FALSE
10k,fast,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1058,1054,1052,1050,1047",FALSE,FALSE,FALSE,FALSE
10k,fast,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1058,1054,1052,1050,1047",FALSE,FALSE,FALSE,FALSE
10k,fast,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1058,1054,1052,1050,1047",FALSE,FALSE,FALSE,FALSE
10k,hac,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3562,3525,3522,3520,3519",TRUE,FALSE,FALSE,FALSE
10k,hac,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3562,3525,3522,3520,3519",TRUE,FALSE,FALSE,FALSE
10k,hac,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3562,3525,3522,3520,3519",TRUE,FALSE,FALSE,FALSE
10k,hac,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3562,3525,3522,3520,3519",TRUE,FALSE,FALSE,FALSE
10k,hac,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3562,3525,3522,3520,3519",TRUE,FALSE,FALSE,FALSE
10k,hac,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2969,2967,2967,2964,2964",FALSE,FALSE,FALSE,FALSE
10k,hac,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2969,2967,2967,2964,2964",FALSE,FALSE,FALSE,FALSE
10k,hac,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2969,2967,2967,2964,2964",FALSE,FALSE,FALSE,FALSE
10k,hac,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2969,2967,2967,2964,2964",FALSE,FALSE,FALSE,FALSE
10k,hac,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2969,2967,2967,2964,2964",FALSE,FALSE,FALSE,FALSE
10k,hac,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2537,2525,2525,2525,2525",FALSE,FALSE,FALSE,FALSE
10k,hac,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2537,2525,2525,2525,2525",FALSE,FALSE,FALSE,FALSE
10k,hac,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2537,2525,2525,2525,2525",FALSE,FALSE,FALSE,FALSE
10k,hac,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2537,2525,2525,2525,2525",FALSE,FALSE,FALSE,FALSE
10k,hac,3000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2537,2525,2525,2525,2525",FALSE,FALSE,FALSE,FALSE
10k,hac,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2199,2199,2198,2193",FALSE,FALSE,FALSE,FALSE
10k,hac,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2199,2199,2198,2193",FALSE,FALSE,FALSE,FALSE
10k,hac,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2199,2199,2198,2193",FALSE,FALSE,FALSE,FALSE
10k,hac,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2199,2199,2198,2193",FALSE,FALSE,FALSE,FALSE
10k,hac,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2199,2199,2198,2193",FALSE,FALSE,FALSE,FALSE
10k,hac,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1942,1937,1933,1927,1927",FALSE,FALSE,FALSE,FALSE
10k,hac,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1942,1937,1933,1927,1927",FALSE,FALSE,FALSE,FALSE
10k,hac,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1942,1937,1933,1927,1927",FALSE,FALSE,FALSE,FALSE
10k,hac,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1942,1937,1933,1927,1927",FALSE,FALSE,FALSE,FALSE
10k,hac,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1942,1937,1933,1927,1927",FALSE,FALSE,FALSE,FALSE
10k,hac,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1739,1734,1732,1732,1728",FALSE,FALSE,FALSE,FALSE
10k,hac,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1739,1734,1732,1732,1728",FALSE,FALSE,FALSE,FALSE
10k,hac,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1739,1734,1732,1732,1728",FALSE,FALSE,FALSE,FALSE
10k,hac,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1739,1734,1732,1732,1728",FALSE,FALSE,FALSE,FALSE
10k,hac,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1739,1734,1732,1732,1728",FALSE,FALSE,FALSE,FALSE
10k,hac,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1569,1568,1559,1559,1559",FALSE,FALSE,FALSE,FALSE
10k,hac,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1569,1568,1559,1559,1559",FALSE,FALSE,FALSE,FALSE
10k,hac,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1569,1568,1559,1559,1559",FALSE,FALSE,FALSE,FALSE
10k,hac,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1569,1568,1559,1559,1559",FALSE,FALSE,FALSE,FALSE
10k,hac,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1569,1568,1559,1559,1559",FALSE,FALSE,FALSE,FALSE
10k,hac,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1439,1437,1436,1435,1435",FALSE,FALSE,FALSE,FALSE
10k,hac,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1439,1437,1436,1435,1435",FALSE,FALSE,FALSE,FALSE
10k,hac,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1439,1437,1436,1435,1435",FALSE,FALSE,FALSE,FALSE
10k,hac,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1439,1437,1436,1435,1435",FALSE,FALSE,FALSE,FALSE
10k,hac,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1439,1437,1436,1435,1435",FALSE,FALSE,FALSE,FALSE
10k,sup,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3986,3978,3977,3976,3965",TRUE,FALSE,FALSE,FALSE
10k,sup,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3986,3978,3977,3976,3965",TRUE,FALSE,FALSE,FALSE
10k,sup,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3986,3978,3977,3976,3965",TRUE,FALSE,FALSE,FALSE
10k,sup,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3986,3978,3977,3976,3965",TRUE,FALSE,FALSE,FALSE
10k,sup,1000,57,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3986,3978,3977,3976,3965",TRUE,FALSE,FALSE,FALSE
10k,sup,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3433,3432,3422,3420,3415",FALSE,FALSE,FALSE,FALSE
10k,sup,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3433,3432,3422,3420,3415",FALSE,FALSE,FALSE,FALSE
10k,sup,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3433,3432,3422,3420,3415",FALSE,FALSE,FALSE,FALSE
10k,sup,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3433,3432,3422,3420,3415",FALSE,FALSE,FALSE,FALSE
10k,sup,2000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","3433,3432,3422,3420,3415",FALSE,FALSE,FALSE,FALSE
10k,sup,3000,57,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2951,2933,2933,2932,2931",FALSE,FALSE,FALSE,FALSE
10k,sup,3000,57,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2951,2933,2933,2932,2931",FALSE,FALSE,FALSE,FALSE
10k,sup,3000,57,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2951,2933,2933,2932,2931",FALSE,FALSE,FALSE,FALSE
10k,sup,3000,57,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2951,2933,2933,2932,2931",FALSE,FALSE,FALSE,FALSE
10k,sup,3000,57,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2951,2933,2933,2932,2931",FALSE,FALSE,FALSE,FALSE
10k,sup,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2595,2577,2576,2576,2575",FALSE,FALSE,FALSE,FALSE
10k,sup,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2595,2577,2576,2576,2575",FALSE,FALSE,FALSE,FALSE
10k,sup,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2595,2577,2576,2576,2575",FALSE,FALSE,FALSE,FALSE
10k,sup,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2595,2577,2576,2576,2575",FALSE,FALSE,FALSE,FALSE
10k,sup,4000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2595,2577,2576,2576,2575",FALSE,FALSE,FALSE,FALSE
10k,sup,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2308,2303,2300,2300,2300",FALSE,FALSE,FALSE,FALSE
10k,sup,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2308,2303,2300,2300,2300",FALSE,FALSE,FALSE,FALSE
10k,sup,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2308,2303,2300,2300,2300",FALSE,FALSE,FALSE,FALSE
10k,sup,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2308,2303,2300,2300,2300",FALSE,FALSE,FALSE,FALSE
10k,sup,5000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2308,2303,2300,2300,2300",FALSE,FALSE,FALSE,FALSE
10k,sup,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2097,2085,2085,2080,2080",FALSE,FALSE,FALSE,FALSE
10k,sup,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2097,2085,2085,2080,2080",FALSE,FALSE,FALSE,FALSE
10k,sup,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2097,2085,2085,2080,2080",FALSE,FALSE,FALSE,FALSE
10k,sup,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2097,2085,2085,2080,2080",FALSE,FALSE,FALSE,FALSE
10k,sup,6000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","2097,2085,2085,2080,2080",FALSE,FALSE,FALSE,FALSE
10k,sup,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1931,1926,1919,1917,1917",FALSE,FALSE,FALSE,FALSE
10k,sup,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1931,1926,1919,1917,1917",FALSE,FALSE,FALSE,FALSE
10k,sup,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1931,1926,1919,1917,1917",FALSE,FALSE,FALSE,FALSE
10k,sup,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1931,1926,1919,1917,1917",FALSE,FALSE,FALSE,FALSE
10k,sup,7000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1931,1926,1919,1917,1917",FALSE,FALSE,FALSE,FALSE
10k,sup,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1788,1784,1784,1783,1783",FALSE,FALSE,FALSE,FALSE
10k,sup,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1788,1784,1784,1783,1783",FALSE,FALSE,FALSE,FALSE
10k,sup,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1788,1784,1784,1783,1783",FALSE,FALSE,FALSE,FALSE
10k,sup,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1788,1784,1784,1783,1783",FALSE,FALSE,FALSE,FALSE
10k,sup,8000,57,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","1788,1784,1784,1783,1783",FALSE,FALSE,FALSE,FALSE
1k,fast,1000,58,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL-,PVL-,PVL-,PVL-,PVL-","305,305,304,303,303",TRUE,FALSE,TRUE,FALSE
1k,fast,1000,58,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL-,PVL-,PVL-,PVL-,PVL-","305,305,304,303,303",TRUE,FALSE,TRUE,FALSE
1k,fast,1000,58,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL-,PVL-,PVL-,PVL-,PVL-","305,305,304,303,303",TRUE,FALSE,TRUE,FALSE
1k,fast,1000,58,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL-,PVL-,PVL-,PVL-,PVL-","305,305,304,303,303",TRUE,FALSE,TRUE,FALSE
1k,fast,1000,58,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL-,PVL-,PVL-,PVL-,PVL-","305,305,304,303,303",TRUE,FALSE,TRUE,FALSE
1k,fast,2000,58,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL-,PVL-,PVL-,PVL-,PVL-","258,256,255,254,253",TRUE,FALSE,TRUE,FALSE
1k,fast,2000,58,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL-,PVL-,PVL-,PVL-,PVL-","258,256,255,254,253",TRUE,FALSE,TRUE,FALSE
