seq_name,mecA,lukF_PV,lukS_PV,id,estimated_coverage,reads_used,mecA_rcount,mecA_prop,lukS_rcount,lukS_prop,lukF_rcount,lukF_prop,n_sequence_used
39205_M013,TRUE,FALSE,FALSE,39205,9.69052571428571,3000,179,0.945,149,0.2225,195,0.2425,400
39205_M013,TRUE,FALSE,FALSE,39205,13.0230185714286,4000,243,0.9975,213,0.2575,254,0.275,400
39205_M013,TRUE,FALSE,FALSE,39205,16.2503385714286,5000,315,0.9975,261,0.2925,317,0.2925,400
39205_M013,TRUE,FALSE,FALSE,39205,19.5402860714286,6000,382,1,322,0.33,378,0.3325,400
39205_M013,TRUE,FALSE,FALSE,39205,22.8107778571429,7000,448,1,379,0.35,431,0.3475,400
39205_M013,TRUE,FALSE,FALSE,39205,26.0420146428571,8000,519,1,428,0.36,492,0.3725,400
39205_M013,TRUE,FALSE,FALSE,39205,3.2363575,1000,65,0.72,54,0.118,66,0.132,500
39205_M013,TRUE,FALSE,FALSE,39205,6.50260107142857,2000,146,0.91,99,0.152,124,0.174,500
39205_M013,TRUE,FALSE,FALSE,39205,9.69052571428571,3000,224,0.952,152,0.202,198,0.226,500
39205_M013,TRUE,FALSE,FALSE,39205,13.0230185714286,4000,299,0.99,209,0.236,267,0.26,500
39205_M013,TRUE,FALSE,FALSE,39205,16.2503385714286,5000,367,0.992,253,0.26,344,0.28,500
39205_M013,TRUE,FALSE,FALSE,39205,19.5402860714286,6000,436,1,320,0.294,423,0.318,500
39205_M013,TRUE,FALSE,FALSE,39205,22.8107778571429,7000,522,1,374,0.32,482,0.33,500
39205_M013,TRUE,FALSE,FALSE,39205,26.0420146428571,8000,605,1,430,0.338,552,0.36,500
39205_M013,TRUE,FALSE,FALSE,39205,3.2363575,1000,69,0.696666666666667,70,0.113333333333333,67,0.13,600
39205_M013,TRUE,FALSE,FALSE,39205,6.50260107142857,2000,160,0.903333333333333,132,0.161666666666667,126,0.175,600
39205_M013,TRUE,FALSE,FALSE,39205,9.69052571428571,3000,252,0.951666666666667,200,0.22,193,0.218333333333333,600
39205_M013,TRUE,FALSE,FALSE,39205,13.0230185714286,4000,347,0.991666666666667,282,0.263333333333333,256,0.248333333333333,600
39205_M013,TRUE,FALSE,FALSE,39205,16.2503385714286,5000,429,0.991666666666667,337,0.28,320,0.27,600
39205_M013,TRUE,FALSE,FALSE,39205,19.5402860714286,6000,517,1,424,0.321666666666667,404,0.313333333333333,600
39205_M013,TRUE,FALSE,FALSE,39205,22.8107778571429,7000,626,1,483,0.34,468,0.328333333333333,600
39205_M013,TRUE,FALSE,FALSE,39205,26.0420146428571,8000,706,1,556,0.356666666666667,544,0.361666666666667,600
39205_M013,TRUE,FALSE,FALSE,39205,3.2363575,1000,96,0.712857142857143,69,0.118571428571429,97,0.144285714285714,700
39205_M013,TRUE,FALSE,FALSE,39205,6.50260107142857,2000,185,0.897142857142857,129,0.158571428571429,181,0.19,700
39205_M013,TRUE,FALSE,FALSE,39205,9.69052571428571,3000,282,0.935714285714286,191,0.215714285714286,275,0.237142857142857,700
39205_M013,TRUE,FALSE,FALSE,39205,13.0230185714286,4000,387,0.994285714285714,267,0.248571428571429,365,0.267142857142857,700
39205_M013,TRUE,FALSE,FALSE,39205,16.2503385714286,5000,484,0.995714285714286,330,0.278571428571429,470,0.29,700
39205_M013,TRUE,FALSE,FALSE,39205,19.5402860714286,6000,567,1,415,0.311428571428571,574,0.338571428571429,700
39205_M013,TRUE,FALSE,FALSE,39205,22.8107778571429,7000,672,1,473,0.33,650,0.354285714285714,700
39205_M013,TRUE,FALSE,FALSE,39205,26.0420146428571,8000,779,1,544,0.345714285714286,743,0.381428571428571,700
39205_M013,TRUE,FALSE,FALSE,39205,3.2363575,1000,87,0.71,78,0.11375,100,0.1425,800
39205_M013,TRUE,FALSE,FALSE,39205,6.50260107142857,2000,190,0.90375,148,0.15875,189,0.18625,800
39205_M013,TRUE,FALSE,FALSE,39205,9.69052571428571,3000,311,0.9525,223,0.21125,286,0.23375,800
39205_M013,TRUE,FALSE,FALSE,39205,13.0230185714286,4000,408,0.995,311,0.2475,381,0.2625,800
39205_M013,TRUE,FALSE,FALSE,39205,16.2503385714286,5000,504,0.995,384,0.275,486,0.28375,800
39205_M013,TRUE,FALSE,FALSE,39205,19.5402860714286,6000,586,1,480,0.31125,592,0.32375,800
39205_M013,TRUE,FALSE,FALSE,39205,22.8107778571429,7000,699,1,547,0.32875,676,0.33875,800
39205_M013,TRUE,FALSE,FALSE,39205,26.0420146428571,8000,808,1,625,0.34625,779,0.3675,800
39205_M013,TRUE,FALSE,FALSE,39205,3.2363575,1000,107,0.725555555555556,88,0.115555555555556,108,0.144444444444444,900
39205_M013,TRUE,FALSE,FALSE,39205,6.50260107142857,2000,237,0.904444444444444,166,0.161111111111111,204,0.185555555555556,900
39205_M013,TRUE,FALSE,FALSE,39205,9.69052571428571,3000,369,0.948888888888889,243,0.212222222222222,308,0.233333333333333,900
39205_M013,TRUE,FALSE,FALSE,39205,13.0230185714286,4000,482,0.994444444444444,338,0.252222222222222,408,0.266666666666667,900
39205_M013,TRUE,FALSE,FALSE,39205,16.2503385714286,5000,603,0.995555555555556,413,0.276666666666667,517,0.287777777777778,900
39205_M013,TRUE,FALSE,FALSE,39205,19.5402860714286,6000,720,1,513,0.31,629,0.328888888888889,900
39205_M013,TRUE,FALSE,FALSE,39205,22.8107778571429,7000,857,1,582,0.327777777777778,719,0.345555555555556,900
39205_M013,TRUE,FALSE,FALSE,39205,26.0420146428571,8000,973,1,660,0.342222222222222,824,0.374444444444444,900
39205_M013,TRUE,FALSE,FALSE,39205,3.2363575,1000,201,0.709418837675351,89,0.115800865800866,115,0.143743536711479,all
39205_M013,TRUE,FALSE,FALSE,39205,6.50260107142857,2000,423,0.898296593186373,168,0.161255411255411,220,0.186142709410548,all
39205_M013,TRUE,FALSE,FALSE,39205,9.69052571428571,3000,651,0.946392785571142,245,0.211038961038961,335,0.231644260599793,all
39205_M013,TRUE,FALSE,FALSE,39205,13.0230185714286,4000,867,0.99498997995992,342,0.25,447,0.264736297828335,all
39205_M013,TRUE,FALSE,FALSE,39205,16.2503385714286,5000,1061,0.995991983967936,418,0.275974025974026,570,0.285418821096174,all
39205_M013,TRUE,FALSE,FALSE,39205,19.5402860714286,6000,1263,1,518,0.30952380952381,700,0.327817993795243,all
39205_M013,TRUE,FALSE,FALSE,39205,22.8107778571429,7000,1506,1,589,0.327922077922078,796,0.343329886246122,all
39205_M013,TRUE,FALSE,FALSE,39205,26.0420146428571,8000,1732,1,668,0.343073593073593,912,0.371251292657704,all
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,16,0.1,12,0.85,17,0.91,100
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,34,0.65,28,0.9,27,0.96,100
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,53,0.77,41,0.93,45,0.97,100
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,71,0.97,58,0.96,67,0.99,100
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,87,0.97,74,0.96,80,0.99,100
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,110,0.98,89,0.96,99,0.99,100
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,131,0.99,103,0.96,122,0.99,100
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,151,0.99,118,0.96,143,0.99,100
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,39,0.13,31,0.815,24,0.93,200
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,83,0.65,69,0.87,46,0.955,200
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,130,0.76,96,0.905,65,0.96,200
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,179,0.955,133,0.975,89,0.985,200
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,222,0.96,169,0.975,113,0.985,200
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,266,0.99,204,0.975,134,0.985,200
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,306,0.995,239,0.975,166,0.985,200
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,352,0.995,273,0.975,197,0.985,200
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,57,0.12,43,0.86,37,0.866666666666667,300
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,123,0.706666666666667,96,0.886666666666667,74,0.906666666666667,300
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,169,0.803333333333333,141,0.923333333333333,118,0.923333333333333,300
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,222,0.963333333333333,188,0.973333333333333,150,0.97,300
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,276,0.97,224,0.973333333333333,194,0.97,300
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,345,0.986666666666667,285,0.973333333333333,235,0.97,300
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,395,0.99,330,0.973333333333333,292,0.97,300
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,462,0.99,367,0.973333333333333,337,0.97,300
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,53,0.11,42,0.8675,63,0.8825,400
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,123,0.675,101,0.915,127,0.9275,400
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,195,0.78,156,0.9375,178,0.94,400
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,274,0.9675,210,0.975,238,0.975,400
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,336,0.97,271,0.975,303,0.975,400
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,415,0.9875,331,0.975,363,0.975,400
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,481,0.995,393,0.975,430,0.975,400
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,544,0.9975,449,0.975,490,0.975,400
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,73,0.1,47,0.86,70,0.898,500
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,148,0.672,99,0.898,145,0.936,500
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,207,0.774,160,0.932,214,0.946,500
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,277,0.954,223,0.968,275,0.976,500
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,359,0.956,278,0.97,344,0.976,500
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,433,0.99,343,0.97,405,0.976,500
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,498,0.996,398,0.97,479,0.976,500
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,578,0.998,453,0.97,535,0.976,500
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,99,0.113333333333333,61,0.87,61,0.893333333333333,600
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,196,0.658333333333333,137,0.91,128,0.93,600
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,278,0.768333333333333,211,0.935,196,0.941666666666667,600
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,369,0.955,290,0.97,249,0.973333333333333,600
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,472,0.955,360,0.971666666666667,312,0.973333333333333,600
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,571,0.983333333333333,444,0.975,372,0.973333333333333,600
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,656,0.986666666666667,521,0.975,444,0.973333333333333,600
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,752,0.996666666666667,591,0.975,516,0.973333333333333,600
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,99,0.107142857142857,62,0.867142857142857,86,0.897142857142857,700
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,203,0.67,138,0.905714285714286,191,0.934285714285714,700
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,297,0.777142857142857,215,0.928571428571429,282,0.944285714285714,700
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,393,0.96,296,0.967142857142857,356,0.977142857142857,700
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,506,0.961428571428571,372,0.967142857142857,450,0.977142857142857,700
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,617,0.985714285714286,456,0.97,537,0.977142857142857,700
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,719,0.99,527,0.97,643,0.977142857142857,700
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,805,0.995714285714286,598,0.97,739,0.977142857142857,700
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,96,0.10375,69,0.86875,93,0.89625,800
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,213,0.69,148,0.90875,196,0.93625,800
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,315,0.785,231,0.93375,292,0.945,800
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,417,0.96,322,0.97125,373,0.9725,800
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,532,0.96125,404,0.9725,466,0.9725,800
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,657,0.98375,495,0.97375,553,0.9725,800
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,763,0.99125,576,0.97375,665,0.9725,800
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,854,0.995,654,0.97375,760,0.9725,800
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,125,0.0966666666666667,76,0.863333333333333,94,0.892222222222222,900
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,245,0.653333333333333,165,0.905555555555556,202,0.932222222222222,900
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,356,0.766666666666667,251,0.933333333333333,300,0.94,900
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,486,0.954444444444444,346,0.968888888888889,383,0.973333333333333,900
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,612,0.954444444444444,435,0.97,480,0.973333333333333,900
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,727,0.983333333333333,534,0.972222222222222,569,0.973333333333333,900
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,853,0.988888888888889,623,0.972222222222222,687,0.973333333333333,900
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,973,0.994444444444444,706,0.972222222222222,785,0.973333333333333,900
39206_MRSA_252,TRUE,TRUE,TRUE,39206,3.2363575,1000,234,0.111723446893788,76,0.864718614718615,101,0.893485005170631,all
39206_MRSA_252,TRUE,TRUE,TRUE,39206,6.50260107142857,2000,457,0.661823647294589,165,0.905844155844156,219,0.931747673216132,all
39206_MRSA_252,TRUE,TRUE,TRUE,39206,9.69052571428571,3000,661,0.774549098196393,252,0.933982683982684,328,0.94105480868666,all
39206_MRSA_252,TRUE,TRUE,TRUE,39206,13.0230185714286,4000,892,0.955911823647295,347,0.96969696969697,420,0.97311271975181,all
39206_MRSA_252,TRUE,TRUE,TRUE,39206,16.2503385714286,5000,1127,0.957915831663327,437,0.970779220779221,528,0.97311271975181,all
39206_MRSA_252,TRUE,TRUE,TRUE,39206,19.5402860714286,6000,1351,0.984468937875752,537,0.972943722943723,627,0.97311271975181,all
39206_MRSA_252,TRUE,TRUE,TRUE,39206,22.8107778571429,7000,1571,0.990981963927856,626,0.972943722943723,753,0.97311271975181,all
39206_MRSA_252,TRUE,TRUE,TRUE,39206,26.0420146428571,8000,1788,0.99498997995992,709,0.972943722943723,863,0.97311271975181,all
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,32,0.72,17,0.77,25,0.73,100
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,65,0.94,33,0.96,45,0.95,100
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,96,1,58,0.98,70,0.99,100
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,121,1,84,0.99,88,0.99,100
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,147,1,99,0.99,108,0.99,100
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,180,1,118,1,121,0.99,100
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,202,1,135,1,142,1,100
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,230,1,157,1,162,1,100
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,49,0.72,33,0.785,30,0.805,200
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,78,0.875,66,0.97,63,0.975,200
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,122,1,98,0.98,97,0.995,200
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,166,1,133,0.99,125,0.995,200
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,205,1,164,0.99,151,0.995,200
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,255,1,192,1,175,0.995,200
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,310,1,221,1,206,0.995,200
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,350,1,254,1,233,0.995,200
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,58,0.646666666666667,45,0.756666666666667,38,0.766666666666667,300
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,119,0.84,92,0.963333333333333,87,0.943333333333333,300
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,187,0.996666666666667,147,0.973333333333333,141,0.983333333333333,300
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,242,1,202,0.996666666666667,187,0.983333333333333,300
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,296,1,245,0.996666666666667,231,0.983333333333333,300
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,354,1,281,1,273,0.983333333333333,300
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,410,1,327,1,319,0.99,300
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,483,1,378,1,377,0.996666666666667,300
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,79,0.655,53,0.8,55,0.77,400
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,139,0.835,106,0.9775,118,0.955,400
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,198,0.9925,157,0.99,176,0.9925,400
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,267,0.995,220,0.9925,233,0.9925,400
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,331,0.995,269,0.9925,290,0.9925,400
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,404,1,312,1,332,0.9925,400
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,476,1,369,1,378,0.995,400
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,558,1,427,1,438,0.995,400
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,89,0.634,62,0.78,63,0.774,500
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,148,0.864,120,0.978,128,0.962,500
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,231,0.99,191,0.988,199,0.988,500
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,307,0.998,246,0.994,261,0.988,500
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,381,0.998,306,0.994,323,0.988,500
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,457,1,354,1,372,0.988,500
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,544,1,426,1,430,0.992,500
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,609,1,495,1,508,0.992,500
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,105,0.691666666666667,72,0.791666666666667,70,0.758333333333333,600
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,200,0.886666666666667,142,0.975,150,0.943333333333333,600
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,309,0.998333333333333,211,0.983333333333333,233,0.986666666666667,600
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,394,1,289,0.993333333333333,306,0.986666666666667,600
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,492,1,361,0.993333333333333,375,0.986666666666667,600
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,589,1,422,1,439,0.986666666666667,600
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,679,1,503,1,505,0.99,600
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,787,1,579,1,598,0.995,600
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,101,0.67,71,0.792857142857143,84,0.76,700
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,202,0.858571428571429,144,0.97,178,0.954285714285714,700
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,311,0.998571428571429,220,0.984285714285714,270,0.988571428571429,700
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,428,1,300,0.995714285714286,361,0.988571428571429,700
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,539,1,376,0.995714285714286,449,0.988571428571429,700
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,641,1,441,1,520,0.988571428571429,700
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,742,1,527,1,596,0.991428571428571,700
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,851,1,600,1,694,0.995714285714286,700
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,113,0.65625,79,0.78875,89,0.75875,800
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,218,0.85625,164,0.97375,187,0.95,800
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,348,0.995,252,0.98625,283,0.9875,800
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,466,0.9975,339,0.995,378,0.9875,800
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,587,0.9975,428,0.995,472,0.9875,800
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,696,1,494,1,550,0.9875,800
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,800,1,580,1,635,0.99,800
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,916,1,666,1,743,0.9925,800
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,149,0.67,85,0.788888888888889,90,0.77,900
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,281,0.86,177,0.975555555555556,188,0.95,900
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,414,0.995555555555556,264,0.986666666666667,286,0.987777777777778,900
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,557,0.997777777777778,358,0.995555555555556,389,0.987777777777778,900
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,699,0.997777777777778,451,0.995555555555556,483,0.987777777777778,900
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,829,1,531,1,564,0.987777777777778,900
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,963,1,626,1,653,0.99,900
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,1088,1,717,1,762,0.993333333333333,900
39207_MSSA476,TRUE,TRUE,TRUE,39207,3.2363575,1000,238,0.677354709418838,85,0.791125541125541,101,0.764219234746639,all
39207_MSSA476,TRUE,TRUE,TRUE,39207,6.50260107142857,2000,454,0.861723446893788,178,0.975108225108225,212,0.950361944157187,all
39207_MSSA476,TRUE,TRUE,TRUE,39207,9.69052571428571,3000,697,0.996993987975952,266,0.985930735930736,326,0.987590486039297,all
39207_MSSA476,TRUE,TRUE,TRUE,39207,13.0230185714286,4000,936,0.998997995991984,361,0.995670995670996,437,0.987590486039297,all
39207_MSSA476,TRUE,TRUE,TRUE,39207,16.2503385714286,5000,1172,0.998997995991984,454,0.995670995670996,543,0.987590486039297,all
39207_MSSA476,TRUE,TRUE,TRUE,39207,19.5402860714286,6000,1401,1,534,1,633,0.987590486039297,all
39207_MSSA476,TRUE,TRUE,TRUE,39207,22.8107778571429,7000,1630,1,631,1,733,0.989658738366081,all
39207_MSSA476,TRUE,TRUE,TRUE,39207,26.0420146428571,8000,1865,1,723,1,851,0.992761116856256,all
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,20,0.1,15,0.14,11,0.12,100
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,39,0.15,32,0.19,23,0.18,100
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,60,0.18,45,0.23,38,0.23,100
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,85,0.23,57,0.27,53,0.27,100
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,109,0.27,68,0.29,68,0.33,100
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,138,0.31,86,0.31,91,0.38,100
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,159,0.34,99,0.36,105,0.38,100
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,186,0.37,111,0.38,118,0.42,100
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,42,0.15,27,0.12,24,0.14,200
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,88,0.205,61,0.19,45,0.19,200
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,132,0.265,93,0.27,84,0.225,200
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,172,0.3,119,0.3,98,0.265,200
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,206,0.35,154,0.345,115,0.275,200
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,242,0.375,188,0.365,144,0.32,200
