seq_name,mecA,lukF_PV,lukS_PV,id,estimated_coverage,reads_used,mecA_rcount,mecA_prop,lukS_rcount,lukS_prop,lukF_rcount,lukF_prop,n_sequence_used
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,320,0.957142857142857,201,0.98,290,0.972857142857143,700
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,445,0.995714285714286,278,0.992857142857143,387,0.998571428571429,700
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,565,0.995714285714286,357,0.997142857142857,467,1,700
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,677,0.995714285714286,443,1,551,1,700
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,808,0.995714285714286,531,1,627,1,700
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,911,0.997142857142857,609,1,715,1,700
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,121,0.79375,74,0.64375,112,0.77375,800
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,229,0.8725,162,0.90625,213,0.89,800
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,353,0.92625,232,0.97625,314,0.97375,800
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,475,0.99,314,0.9875,422,0.99875,800
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,597,0.99,399,0.99625,505,1,800
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,714,0.99125,501,1,595,1,800
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,853,0.9925,594,1,674,1,800
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,971,0.99375,671,1,769,1,800
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,123,0.787777777777778,85,0.641111111111111,118,0.767777777777778,900
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,245,0.874444444444444,182,0.898888888888889,225,0.888888888888889,900
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,363,0.94,255,0.973333333333333,331,0.972222222222222,900
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,489,0.995555555555556,349,0.987777777777778,443,0.998888888888889,900
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,633,0.995555555555556,443,0.996666666666667,533,1,900
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,758,0.995555555555556,551,1,629,1,900
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,907,0.996666666666667,652,1,722,1,900
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,1021,0.996666666666667,739,1,820,1,900
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,216,0.797595190380762,85,0.641774891774892,131,0.768355739400207,all
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,425,0.889278557114228,184,0.899350649350649,245,0.889348500517063,all
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,641,0.942885771543086,258,0.972943722943723,363,0.97311271975181,all
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,877,0.993987975951904,352,0.987012987012987,487,0.998965873836608,all
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,1123,0.993987975951904,446,0.995670995670996,586,1,all
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,1358,0.994488977955912,554,1,692,1,all
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,1608,0.995490981963928,656,1,793,1,all
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,1816,0.995991983967936,744,1,904,1,all
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,22,0.16,15,0.08,9,0.08,100
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,39,0.22,26,0.11,29,0.16,100
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,55,0.27,39,0.17,42,0.23,100
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,74,0.31,44,0.17,53,0.25,100
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,90,0.36,54,0.23,69,0.29,100
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,111,0.37,65,0.25,84,0.31,100
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,128,0.38,76,0.28,103,0.36,100
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,149,0.42,85,0.29,124,0.37,100
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,41,0.155,20,0.095,15,0.08,200
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,73,0.23,59,0.185,39,0.16,200
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,104,0.275,89,0.245,66,0.22,200
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,135,0.315,119,0.275,85,0.25,200
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,161,0.34,157,0.315,108,0.275,200
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,198,0.395,180,0.33,130,0.295,200
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,221,0.4,219,0.37,153,0.315,200
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,257,0.415,252,0.39,176,0.345,200
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,42,0.126666666666667,21,0.0733333333333333,24,0.0833333333333333,300
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,92,0.226666666666667,59,0.146666666666667,66,0.143333333333333,300
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,128,0.27,93,0.203333333333333,109,0.19,300
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,168,0.296666666666667,124,0.22,153,0.233333333333333,300
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,220,0.33,167,0.253333333333333,196,0.266666666666667,300
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,276,0.36,205,0.28,234,0.29,300
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,316,0.386666666666667,231,0.31,267,0.323333333333333,300
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,356,0.413333333333333,269,0.343333333333333,313,0.346666666666667,300
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,64,0.1375,35,0.0875,35,0.0925,400
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,131,0.2025,85,0.165,91,0.1625,400
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,181,0.235,132,0.2,138,0.2025,400
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,225,0.2725,179,0.2225,187,0.225,400
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,281,0.3025,237,0.2475,236,0.2525,400
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,336,0.3225,282,0.26,268,0.2675,400
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,397,0.345,327,0.2875,316,0.305,400
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,457,0.3725,375,0.3125,363,0.325,400
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,77,0.118,43,0.092,37,0.096,500
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,126,0.16,96,0.152,107,0.164,500
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,179,0.208,151,0.194,161,0.206,500
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,243,0.254,205,0.226,220,0.252,500
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,310,0.288,272,0.26,288,0.286,500
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,386,0.342,329,0.286,326,0.308,500
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,442,0.366,394,0.316,385,0.348,500
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,508,0.378,450,0.342,441,0.37,500
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,84,0.11,49,0.0883333333333333,42,0.08,600
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,169,0.158333333333333,113,0.146666666666667,110,0.136666666666667,600
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,253,0.21,180,0.193333333333333,183,0.178333333333333,600
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,344,0.256666666666667,251,0.223333333333333,260,0.22,600
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,426,0.285,336,0.261666666666667,330,0.248333333333333,600
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,518,0.325,395,0.278333333333333,377,0.265,600
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,597,0.341666666666667,470,0.303333333333333,443,0.295,600
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,685,0.361666666666667,546,0.326666666666667,516,0.318333333333333,600
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,92,0.117142857142857,55,0.0957142857142857,56,0.101428571428571,700
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,187,0.171428571428571,126,0.152857142857143,152,0.175714285714286,700
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,261,0.22,189,0.197142857142857,232,0.228571428571429,700
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,347,0.271428571428571,259,0.22,321,0.267142857142857,700
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,429,0.301428571428571,344,0.255714285714286,408,0.3,700
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,514,0.341428571428571,410,0.274285714285714,472,0.324285714285714,700
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,602,0.36,486,0.297142857142857,555,0.355714285714286,700
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,686,0.385714285714286,557,0.321428571428571,642,0.377142857142857,700
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,101,0.11625,60,0.0925,59,0.1,800
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,191,0.16375,133,0.1475,160,0.16875,800
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,268,0.20125,208,0.1925,249,0.21875,800
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,354,0.24625,283,0.2175,342,0.25625,800
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,439,0.27375,376,0.25125,437,0.29125,800
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,553,0.31875,443,0.27375,504,0.31125,800
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,632,0.335,526,0.29875,595,0.3375,800
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,733,0.3625,608,0.3225,690,0.3625,800
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,128,0.127777777777778,61,0.0888888888888889,56,0.0922222222222222,900
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,230,0.184444444444444,140,0.147777777777778,162,0.164444444444444,900
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,317,0.218888888888889,218,0.192222222222222,255,0.213333333333333,900
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,420,0.261111111111111,301,0.221111111111111,345,0.251111111111111,900
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,523,0.285555555555556,397,0.254444444444444,442,0.283333333333333,900
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,651,0.331111111111111,474,0.275555555555556,508,0.305555555555556,900
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,751,0.346666666666667,561,0.3,603,0.337777777777778,900
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,873,0.364444444444444,649,0.323333333333333,705,0.363333333333333,900
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,3.18120714285714,1000,208,0.122745490981964,62,0.0876623376623377,64,0.0982419855222337,all
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,6.28458821428571,2000,413,0.177855711422846,143,0.147186147186147,176,0.168562564632885,all
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,9.40942857142857,3000,602,0.221943887775551,222,0.192640692640693,278,0.216132368148914,all
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,12.4830885714286,4000,784,0.26002004008016,305,0.220779220779221,381,0.253360910031024,all
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,15.7528314285714,5000,978,0.287575150300601,404,0.254329004329004,489,0.285418821096174,all
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,19.0130964285714,6000,1185,0.32565130260521,481,0.274891774891775,566,0.306101344364012,all
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,22.0969853571429,7000,1369,0.345190380761523,569,0.298701298701299,675,0.338159255429162,all
45583_9153_MF_168,FALSE,FALSE,FALSE,45583,25.3206178571429,8000,1586,0.369739478957916,657,0.321428571428571,789,0.362978283350569,all
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,20,0.85,15,0.15,18,0.15,100
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,51,0.98,26,0.19,34,0.2,100
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,69,1,42,0.22,50,0.22,100
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,91,1,52,0.26,62,0.24,100
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,117,1,72,0.31,77,0.27,100
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,136,1,89,0.35,93,0.34,100
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,161,1,101,0.36,106,0.35,100
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,185,1,119,0.38,115,0.38,100
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,33,0.795,25,0.12,32,0.135,200
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,71,0.945,52,0.165,59,0.175,200
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,99,0.98,79,0.205,83,0.22,200
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,137,0.98,103,0.255,109,0.265,200
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,181,0.98,131,0.285,133,0.285,200
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,221,0.98,162,0.315,159,0.345,200
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,261,0.98,188,0.335,176,0.355,200
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,306,0.985,219,0.34,201,0.395,200
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,44,0.75,45,0.156666666666667,38,0.153333333333333,300
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,94,0.953333333333333,87,0.203333333333333,80,0.196666666666667,300
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,136,0.996666666666667,134,0.246666666666667,126,0.25,300
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,181,0.996666666666667,169,0.28,173,0.283333333333333,300
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,227,0.996666666666667,206,0.303333333333333,215,0.33,300
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,268,0.996666666666667,258,0.326666666666667,251,0.363333333333333,300
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,328,0.996666666666667,300,0.346666666666667,292,0.393333333333333,300
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,374,0.996666666666667,337,0.36,332,0.426666666666667,300
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,57,0.775,54,0.1375,44,0.155,400
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,117,0.955,105,0.185,102,0.215,400
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,175,0.9825,162,0.235,166,0.2675,400
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,234,0.985,203,0.255,216,0.3025,400
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,294,0.985,258,0.2775,280,0.3275,400
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,360,0.985,312,0.3025,340,0.37,400
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,431,0.9875,369,0.3275,388,0.3875,400
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,484,0.9875,419,0.34,443,0.4075,400
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,57,0.768,55,0.122,63,0.174,500
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,112,0.952,97,0.162,122,0.228,500
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,173,0.994,152,0.196,191,0.284,500
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,233,0.994,192,0.228,250,0.306,500
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,304,0.994,250,0.266,315,0.336,500
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,363,0.994,301,0.296,381,0.386,500
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,434,0.996,361,0.312,425,0.406,500
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,497,0.998,414,0.332,477,0.43,500
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,78,0.748333333333333,69,0.145,71,0.168333333333333,600
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,172,0.958333333333333,139,0.191666666666667,145,0.225,600
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,271,0.993333333333333,207,0.226666666666667,208,0.278333333333333,600
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,366,0.995,262,0.26,273,0.306666666666667,600
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,467,0.995,336,0.295,351,0.343333333333333,600
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,544,0.995,413,0.331666666666667,423,0.388333333333333,600
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,640,0.996666666666667,487,0.348333333333333,489,0.41,600
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,727,0.996666666666667,559,0.365,552,0.435,600
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,80,0.75,72,0.147142857142857,90,0.184285714285714,700
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,182,0.951428571428571,136,0.187142857142857,182,0.238571428571429,700
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,261,0.988571428571429,208,0.224285714285714,261,0.295714285714286,700
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,346,0.994285714285714,260,0.248571428571429,341,0.327142857142857,700
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,435,0.994285714285714,335,0.285714285714286,421,0.36,700
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,525,0.994285714285714,416,0.317142857142857,503,0.41,700
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,620,0.994285714285714,486,0.337142857142857,578,0.434285714285714,700
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,728,0.995714285714286,559,0.354285714285714,651,0.454285714285714,700
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,87,0.7475,79,0.14125,95,0.17625,800
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,185,0.955,156,0.1825,199,0.23125,800
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,284,0.985,234,0.215,293,0.29125,800
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,378,0.99,301,0.24625,378,0.32125,800
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,474,0.99,386,0.28375,471,0.35125,800
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,564,0.99,469,0.315,556,0.395,800
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,670,0.99125,550,0.335,638,0.41,800
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,768,0.99125,630,0.3525,728,0.43375,800
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,101,0.746666666666667,82,0.136666666666667,94,0.176666666666667,900
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,205,0.953333333333333,165,0.178888888888889,191,0.232222222222222,900
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,313,0.988888888888889,248,0.214444444444444,288,0.293333333333333,900
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,425,0.994444444444444,318,0.245555555555556,372,0.322222222222222,900
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,540,0.994444444444444,406,0.278888888888889,470,0.35,900
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,649,0.994444444444444,496,0.31,559,0.397777777777778,900
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,763,0.995555555555556,583,0.33,644,0.42,900
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,881,0.997777777777778,667,0.347777777777778,734,0.446666666666667,900
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,3.14523392857143,1000,184,0.758016032064128,83,0.136363636363636,109,0.173733195449845,all
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,6.41551892857143,2000,367,0.953907815631262,166,0.178571428571429,221,0.229576008273009,all
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,9.62135678571429,3000,568,0.986973947895792,251,0.215367965367965,321,0.28852119958635,all
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,12.681925,4000,772,0.99248496993988,321,0.245670995670996,413,0.316442605997932,all
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,15.8984057142857,5000,965,0.99248496993988,410,0.28030303030303,523,0.345398138572906,all
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,19.0793703571429,6000,1151,0.99248496993988,500,0.310606060606061,623,0.391933815925543,all
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,22.2282889285714,7000,1361,0.993987975951904,587,0.33008658008658,714,0.413650465356774,all
45584_9153_MF_169,TRUE,FALSE,FALSE,45584,25.4957028571429,8000,1568,0.99498997995992,672,0.347402597402597,812,0.439503619441572,all
45585_9153_MF_170,FALSE,FALSE,FALSE,45585,3.29563821428571,1000,8,0.06,15,0.13,19,0.13,100
45585_9153_MF_170,FALSE,FALSE,FALSE,45585,6.68056428571429,2000,29,0.17,27,0.18,35,0.16,100
45585_9153_MF_170,FALSE,FALSE,FALSE,45585,9.82677785714286,3000,55,0.18,38,0.21,60,0.21,100
45585_9153_MF_170,FALSE,FALSE,FALSE,45585,12.9972746428571,4000,72,0.22,48,0.23,71,0.23,100
45585_9153_MF_170,FALSE,FALSE,FALSE,45585,16.2229525,5000,91,0.26,61,0.29,87,0.24,100
45585_9153_MF_170,FALSE,FALSE,FALSE,45585,19.6334657142857,6000,110,0.31,75,0.31,109,0.3,100
45585_9153_MF_170,FALSE,FALSE,FALSE,45585,22.80603,7000,130,0.33,86,0.34,120,0.3,100
