barcode,st,n_reads,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL,basecall_method,clonal_complex,MLST.CC,CC_filled,note,predicted_cc_is_correct,predicted_mlst_is_single
90,ND,3000,13.66,271*,72*,"","",874*,1,"",hac,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,4000,36.97,118*,818*,"","",180*,1,145*,hac,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,5000,53.84,1*,87*,104*,"",136*,1,145*,hac,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,6000,69.03,1*,87*,104*,"",136*,1,1*,hac,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,7000,69.25,1*,87*,104*,"",136*,1,1*,hac,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,8000,71.76,1,87*,104*,62*,136*,1,1*,hac,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,9000,71.96,1,87*,104*,62*,1,1,1*,hac,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,10000,83.07,1,87*,104*,1*,1,1,1*,hac,CC1,CC1,CC1,taken from DLV with 180 STs,TRUE,TRUE
90,ND,1000,24.37,132*,286*,"",1*,675*,927*,296*,sup,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,2000,24.55,132*,345*,"",1*,632*,927*,296*,sup,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,3000,26.12,132*,302*,"",1*,632*,1,296*,sup,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,4000,40.55,132*,302*,"",1*,664*,1,296*,sup,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,5000,69.37,484*,302*,2*,1*,1,1,1*,sup,CC1,CC1,CC1,taken from DLV with 1 STs,TRUE,TRUE
90,ND,6000,69.37,484*,302*,2*,1*,1,1,1*,sup,CC1,CC1,CC1,taken from DLV with 1 STs,TRUE,TRUE
90,ND,7000,69.5,484*,87*,2*,1*,1,1,1*,sup,CC1,CC1,CC1,taken from DLV with 1 STs,TRUE,TRUE
90,ND,8000,79.89,1,87*,166*,1*,1,1,1*,sup,CC1,CC1,CC1,taken from DLV with 180 STs,TRUE,TRUE
90,ND,9000,79.95,1,87*,166*,1*,1,1,1*,sup,CC1,CC1,CC1,taken from DLV with 180 STs,TRUE,TRUE
90,ND,10000,80.44,1,87*,166*,1,1,1,1*,sup,CC1,CC1,CC1,taken from DLV with 180 STs,TRUE,TRUE
